"CUSTOMER","TIME","PRODUCT"
48.0,3.0,"cracker"
48.0,4.0,"chicken"
48.0,5.0,"turkey"
48.0,6.0,"ice_crea"
49.0,0.0,"avocado"
49.0,1.0,"cracker"
49.0,2.0,"artichok"
49.0,3.0,"heineken"
49.0,4.0,"ham"
49.0,5.0,"sardines"
49.0,6.0,"hering"
50.0,0.0,"soda"
50.0,1.0,"olives"
50.0,2.0,"bourbon"
50.0,3.0,"cracker"
50.0,4.0,"heineken"
50.0,5.0,"bordeaux"
50.0,6.0,"avocado"
51.0,0.0,"baguette"
51.0,1.0,"sardines"
51.0,2.0,"apples"
51.0,3.0,"peppers"
51.0,4.0,"avocado"
51.0,5.0,"turkey"
51.0,6.0,"ice_crea"
52.0,0.0,"baguette"
52.0,1.0,"soda"
52.0,2.0,"hering"
52.0,3.0,"cracker"
52.0,4.0,"heineken"
52.0,5.0,"olives"
52.0,6.0,"avocado"
53.0,0.0,"baguette"
53.0,1.0,"hering"
53.0,2.0,"avocado"
53.0,3.0,"artichok"
53.0,4.0,"heineken"
53.0,5.0,"corned_b"
53.0,6.0,"chicken"
54.0,0.0,"hering"
54.0,1.0,"corned_b"
54.0,2.0,"olives"
54.0,3.0,"ham"
54.0,4.0,"turkey"
54.0,5.0,"avocado"
54.0,6.0,"baguette"
55.0,0.0,"baguette"
55.0,1.0,"soda"
55.0,2.0,"hering"
55.0,3.0,"cracker"
55.0,4.0,"heineken"
55.0,5.0,"corned_b"
55.0,6.0,"ham"
56.0,0.0,"sardines"
56.0,1.0,"heineken"
56.0,2.0,"chicken"
56.0,3.0,"coke"
56.0,4.0,"ice_crea"
56.0,5.0,"olives"
56.0,6.0,"corned_b"
57.0,0.0,"baguette"
57.0,1.0,"soda"
57.0,2.0,"hering"
57.0,3.0,"cracker"
57.0,4.0,"heineken"
57.0,5.0,"avocado"
57.0,6.0,"avocado"
58.0,0.0,"soda"
58.0,1.0,"olives"
58.0,2.0,"bourbon"
58.0,3.0,"cracker"
58.0,4.0,"heineken"
58.0,5.0,"ham"
58.0,6.0,"peppers"
59.0,0.0,"corned_b"
59.0,1.0,"peppers"
59.0,2.0,"bourbon"
59.0,3.0,"cracker"
59.0,4.0,"chicken"
59.0,5.0,"steak"
59.0,6.0,"apples"
60.0,0.0,"baguette"
60.0,1.0,"soda"
60.0,2.0,"hering"
60.0,3.0,"cracker"
60.0,4.0,"heineken"
60.0,5.0,"artichok"
60.0,6.0,"chicken"
61.0,0.0,"avocado"
61.0,1.0,"cracker"
61.0,2.0,"artichok"
61.0,3.0,"heineken"
61.0,4.0,"ham"
61.0,5.0,"hering"
61.0,6.0,"steak"
62.0,0.0,"hering"
62.0,1.0,"corned_b"
62.0,2.0,"apples"
62.0,3.0,"olives"
62.0,4.0,"steak"
62.0,5.0,"ham"
62.0,6.0,"ice_crea"
63.0,0.0,"baguette"
63.0,1.0,"hering"
63.0,2.0,"avocado"
63.0,3.0,"artichok"
63.0,4.0,"heineken"
63.0,5.0,"steak"
63.0,6.0,"turkey"
64.0,0.0,"baguette"
64.0,1.0,"sardines"
64.0,2.0,"apples"
64.0,3.0,"peppers"
64.0,4.0,"avocado"
64.0,5.0,"bordeaux"
64.0,6.0,"cracker"
65.0,0.0,"baguette"
65.0,1.0,"soda"
65.0,2.0,"hering"
65.0,3.0,"cracker"
65.0,4.0,"heineken"
65.0,5.0,"chicken"
65.0,6.0,"corned_b"
66.0,0.0,"baguette"
66.0,1.0,"sardines"
66.0,2.0,"apples"
66.0,3.0,"peppers"
66.0,4.0,"avocado"
66.0,5.0,"cracker"
66.0,6.0,"bourbon"
67.0,0.0,"hering"
67.0,1.0,"corned_b"
67.0,2.0,"apples"
67.0,3.0,"olives"
67.0,4.0,"steak"
67.0,5.0,"coke"
67.0,6.0,"soda"
68.0,0.0,"olives"
68.0,1.0,"bourbon"
68.0,2.0,"coke"
68.0,3.0,"turkey"
68.0,4.0,"ice_crea"
68.0,5.0,"sardines"
68.0,6.0,"avocado"
69.0,0.0,"corned_b"
69.0,1.0,"peppers"
69.0,2.0,"bourbon"
69.0,3.0,"cracker"
69.0,4.0,"chicken"
69.0,5.0,"soda"
69.0,6.0,"ice_crea"
70.0,0.0,"baguette"
70.0,1.0,"sardines"
70.0,2.0,"apples"
70.0,3.0,"peppers"
70.0,4.0,"avocado"
70.0,5.0,"bourbon"
70.0,6.0,"bourbon"
71.0,0.0,"hering"
71.0,1.0,"corned_b"
71.0,2.0,"olives"
71.0,3.0,"ham"
71.0,4.0,"turkey"
71.0,5.0,"coke"
71.0,6.0,"apples"
72.0,0.0,"hering"
72.0,1.0,"corned_b"
72.0,2.0,"apples"
72.0,3.0,"olives"
72.0,4.0,"steak"
72.0,5.0,"soda"
72.0,6.0,"avocado"
73.0,0.0,"baguette"
73.0,1.0,"sardines"
73.0,2.0,"apples"
73.0,3.0,"peppers"
73.0,4.0,"avocado"
73.0,5.0,"turkey"
73.0,6.0,"soda"
74.0,0.0,"sardines"
74.0,1.0,"heineken"
74.0,2.0,"chicken"
74.0,3.0,"coke"
74.0,4.0,"ice_crea"
74.0,5.0,"avocado"
74.0,6.0,"baguette"
75.0,0.0,"corned_b"
75.0,1.0,"peppers"
75.0,2.0,"bourbon"
75.0,3.0,"cracker"
75.0,4.0,"chicken"
75.0,5.0,"apples"
75.0,6.0,"coke"
76.0,0.0,"hering"
76.0,1.0,"corned_b"
76.0,2.0,"olives"
76.0,3.0,"ham"
76.0,4.0,"turkey"
76.0,5.0,"peppers"
76.0,6.0,"cracker"
77.0,0.0,"olives"
77.0,1.0,"bourbon"
77.0,2.0,"coke"
77.0,3.0,"turkey"
77.0,4.0,"ice_crea"
77.0,5.0,"cracker"
77.0,6.0,"corned_b"
78.0,0.0,"baguette"
78.0,1.0,"hering"
78.0,2.0,"avocado"
78.0,3.0,"artichok"
78.0,4.0,"heineken"
78.0,5.0,"ham"
78.0,6.0,"apples"
79.0,0.0,"corned_b"
79.0,1.0,"peppers"
79.0,2.0,"bourbon"
79.0,3.0,"cracker"
79.0,4.0,"chicken"
79.0,5.0,"steak"
79.0,6.0,"turkey"
80.0,0.0,"avocado"
80.0,1.0,"cracker"
80.0,2.0,"artichok"
80.0,3.0,"heineken"
80.0,4.0,"ham"
80.0,5.0,"soda"
80.0,6.0,"steak"
81.0,0.0,"avocado"
81.0,1.0,"cracker"
81.0,2.0,"artichok"
81.0,3.0,"heineken"
81.0,4.0,"ham"
81.0,5.0,"corned_b"
81.0,6.0,"baguette"
82.0,0.0,"corned_b"
82.0,1.0,"peppers"
82.0,2.0,"bourbon"
82.0,3.0,"cracker"
82.0,4.0,"chicken"
82.0,5.0,"hering"
82.0,6.0,"apples"
83.0,0.0,"hering"
83.0,1.0,"corned_b"
83.0,2.0,"apples"
83.0,3.0,"olives"
83.0,4.0,"steak"
83.0,5.0,"coke"
83.0,6.0,"ham"
84.0,0.0,"avocado"
84.0,1.0,"cracker"
84.0,2.0,"artichok"
84.0,3.0,"heineken"
84.0,4.0,"ham"
84.0,5.0,"hering"
84.0,6.0,"soda"
85.0,0.0,"hering"
85.0,1.0,"corned_b"
85.0,2.0,"apples"
85.0,3.0,"olives"
85.0,4.0,"steak"
85.0,5.0,"baguette"
85.0,6.0,"turkey"
86.0,0.0,"hering"
86.0,1.0,"corned_b"
86.0,2.0,"olives"
86.0,3.0,"ham"
86.0,4.0,"turkey"
86.0,5.0,"chicken"
86.0,6.0,"coke"
87.0,0.0,"hering"
87.0,1.0,"corned_b"
87.0,2.0,"apples"
87.0,3.0,"olives"
87.0,4.0,"steak"
87.0,5.0,"coke"
87.0,6.0,"artichok"
88.0,0.0,"hering"
88.0,1.0,"corned_b"
88.0,2.0,"olives"
88.0,3.0,"ham"
88.0,4.0,"turkey"
88.0,5.0,"apples"
88.0,6.0,"ice_crea"
89.0,0.0,"avocado"
89.0,1.0,"cracker"
89.0,2.0,"artichok"
89.0,3.0,"heineken"
89.0,4.0,"ham"
89.0,5.0,"steak"
89.0,6.0,"olives"
90.0,0.0,"baguette"
90.0,1.0,"soda"
90.0,2.0,"hering"
90.0,3.0,"cracker"
90.0,4.0,"heineken"
90.0,5.0,"peppers"
90.0,6.0,"corned_b"
91.0,0.0,"baguette"
91.0,1.0,"hering"
91.0,2.0,"avocado"
91.0,3.0,"artichok"
91.0,4.0,"heineken"
91.0,5.0,"bordeaux"
91.0,6.0,"corned_b"
92.0,0.0,"baguette"
92.0,1.0,"soda"
92.0,2.0,"hering"
92.0,3.0,"cracker"
92.0,4.0,"heineken"
92.0,5.0,"ice_crea"
92.0,6.0,"chicken"
93.0,0.0,"soda"
93.0,1.0,"olives"
93.0,2.0,"bourbon"
93.0,3.0,"cracker"
93.0,4.0,"heineken"
93.0,5.0,"apples"
93.0,6.0,"corned_b"
94.0,0.0,"corned_b"
94.0,1.0,"peppers"
94.0,2.0,"bourbon"
94.0,3.0,"cracker"
94.0,4.0,"chicken"
94.0,5.0,"apples"
94.0,6.0,"coke"
95.0,0.0,"hering"
95.0,1.0,"corned_b"
95.0,2.0,"olives"
95.0,3.0,"ham"
95.0,4.0,"turkey"
95.0,5.0,"ice_crea"
95.0,6.0,"artichok"
96.0,0.0,"sardines"
96.0,1.0,"heineken"
96.0,2.0,"chicken"
96.0,3.0,"coke"
96.0,4.0,"ice_crea"
96.0,5.0,"corned_b"
96.0,6.0,"corned_b"
97.0,0.0,"olives"
97.0,1.0,"bourbon"
97.0,2.0,"coke"
97.0,3.0,"turkey"
97.0,4.0,"ice_crea"
97.0,5.0,"heineken"
97.0,6.0,"soda"
98.0,0.0,"soda"
98.0,1.0,"olives"
98.0,2.0,"bourbon"
98.0,3.0,"cracker"
98.0,4.0,"heineken"
98.0,5.0,"steak"
98.0,6.0,"sardines"
99.0,0.0,"hering"
99.0,1.0,"corned_b"
99.0,2.0,"apples"
99.0,3.0,"olives"
99.0,4.0,"steak"
99.0,5.0,"peppers"
99.0,6.0,"baguette"
100.0,0.0,"baguette"
100.0,1.0,"sardines"
100.0,2.0,"apples"
100.0,3.0,"peppers"
100.0,4.0,"avocado"
100.0,5.0,"soda"
100.0,6.0,"coke"
101.0,0.0,"hering"
101.0,1.0,"corned_b"
101.0,2.0,"olives"
101.0,3.0,"ham"
101.0,4.0,"turkey"
101.0,5.0,"peppers"
101.0,6.0,"ice_crea"
102.0,0.0,"hering"
102.0,1.0,"corned_b"
102.0,2.0,"olives"
102.0,3.0,"ham"
102.0,4.0,"turkey"
102.0,5.0,"bourbon"
102.0,6.0,"bourbon"
103.0,0.0,"baguette"
103.0,1.0,"soda"
103.0,2.0,"hering"
103.0,3.0,"cracker"
103.0,4.0,"heineken"
103.0,5.0,"peppers"
103.0,6.0,"sardines"
104.0,0.0,"avocado"
104.0,1.0,"cracker"
104.0,2.0,"artichok"
104.0,3.0,"heineken"
104.0,4.0,"ham"
104.0,5.0,"corned_b"
104.0,6.0,"sardines"
105.0,0.0,"hering"
105.0,1.0,"corned_b"
105.0,2.0,"apples"
105.0,3.0,"olives"
105.0,4.0,"steak"
105.0,5.0,"baguette"
105.0,6.0,"ham"
106.0,0.0,"corned_b"
106.0,1.0,"peppers"
106.0,2.0,"bourbon"
106.0,3.0,"cracker"
106.0,4.0,"chicken"
106.0,5.0,"baguette"
106.0,6.0,"hering"
107.0,0.0,"sardines"
107.0,1.0,"heineken"
107.0,2.0,"chicken"
107.0,3.0,"coke"
107.0,4.0,"ice_crea"
107.0,5.0,"ham"
107.0,6.0,"corned_b"
108.0,0.0,"baguette"
108.0,1.0,"hering"
108.0,2.0,"avocado"
108.0,3.0,"artichok"
108.0,4.0,"heineken"
108.0,5.0,"ham"
108.0,6.0,"corned_b"
109.0,0.0,"soda"
109.0,1.0,"olives"
109.0,2.0,"bourbon"
109.0,3.0,"cracker"
109.0,4.0,"heineken"
109.0,5.0,"avocado"
109.0,6.0,"chicken"
110.0,0.0,"baguette"
110.0,1.0,"sardines"
110.0,2.0,"apples"
110.0,3.0,"peppers"
110.0,4.0,"avocado"
110.0,5.0,"heineken"
110.0,6.0,"hering"
111.0,0.0,"sardines"
111.0,1.0,"heineken"
111.0,2.0,"chicken"
111.0,3.0,"coke"
111.0,4.0,"ice_crea"
111.0,5.0,"bordeaux"
111.0,6.0,"olives"
112.0,0.0,"baguette"
112.0,1.0,"sardines"
112.0,2.0,"apples"
112.0,3.0,"peppers"
112.0,4.0,"avocado"
112.0,5.0,"chicken"
112.0,6.0,"turkey"
113.0,0.0,"sardines"
113.0,1.0,"heineken"
113.0,2.0,"chicken"
113.0,3.0,"coke"
113.0,4.0,"ice_crea"
113.0,5.0,"turkey"
113.0,6.0,"hering"
114.0,0.0,"olives"
114.0,1.0,"bourbon"
114.0,2.0,"coke"
114.0,3.0,"turkey"
114.0,4.0,"ice_crea"
114.0,5.0,"steak"
114.0,6.0,"heineken"
115.0,0.0,"soda"
115.0,1.0,"olives"
115.0,2.0,"bourbon"
115.0,3.0,"cracker"
115.0,4.0,"heineken"
115.0,5.0,"ham"
115.0,6.0,"avocado"
116.0,0.0,"hering"
116.0,1.0,"corned_b"
116.0,2.0,"olives"
116.0,3.0,"ham"
116.0,4.0,"turkey"
116.0,5.0,"bourbon"
116.0,6.0,"sardines"
117.0,0.0,"sardines"
117.0,1.0,"heineken"
117.0,2.0,"chicken"
117.0,3.0,"coke"
117.0,4.0,"ice_crea"
117.0,5.0,"apples"
117.0,6.0,"apples"
118.0,0.0,"olives"
118.0,1.0,"bourbon"
118.0,2.0,"coke"
118.0,3.0,"turkey"
118.0,4.0,"ice_crea"
118.0,5.0,"hering"
118.0,6.0,"ham"
119.0,0.0,"hering"
119.0,1.0,"corned_b"
119.0,2.0,"apples"
119.0,3.0,"olives"
119.0,4.0,"steak"
119.0,5.0,"chicken"
119.0,6.0,"ham"
120.0,0.0,"baguette"
120.0,1.0,"hering"
120.0,2.0,"avocado"
120.0,3.0,"artichok"
120.0,4.0,"heineken"
120.0,5.0,"chicken"
120.0,6.0,"cracker"
121.0,0.0,"baguette"
121.0,1.0,"sardines"
121.0,2.0,"apples"
121.0,3.0,"peppers"
121.0,4.0,"avocado"
121.0,5.0,"chicken"
121.0,6.0,"artichok"
122.0,0.0,"baguette"
122.0,1.0,"soda"
122.0,2.0,"hering"
122.0,3.0,"cracker"
122.0,4.0,"heineken"
122.0,5.0,"bourbon"
122.0,6.0,"peppers"
123.0,0.0,"soda"
123.0,1.0,"olives"
123.0,2.0,"bourbon"
123.0,3.0,"cracker"
123.0,4.0,"heineken"
123.0,5.0,"ice_crea"
123.0,6.0,"sardines"
124.0,0.0,"baguette"
124.0,1.0,"hering"
124.0,2.0,"avocado"
124.0,3.0,"artichok"
124.0,4.0,"heineken"
124.0,5.0,"soda"
124.0,6.0,"chicken"
125.0,0.0,"corned_b"
125.0,1.0,"peppers"
125.0,2.0,"bourbon"
125.0,3.0,"cracker"
125.0,4.0,"chicken"
125.0,5.0,"soda"
125.0,6.0,"ice_crea"
126.0,0.0,"hering"
126.0,1.0,"corned_b"
126.0,2.0,"olives"
126.0,3.0,"ham"
126.0,4.0,"turkey"
126.0,5.0,"cracker"
126.0,6.0,"steak"
127.0,0.0,"olives"
127.0,1.0,"bourbon"
127.0,2.0,"coke"
127.0,3.0,"turkey"
127.0,4.0,"ice_crea"
127.0,5.0,"peppers"
127.0,6.0,"chicken"
128.0,0.0,"soda"
128.0,1.0,"olives"
128.0,2.0,"bourbon"
128.0,3.0,"cracker"
128.0,4.0,"heineken"
128.0,5.0,"coke"
128.0,6.0,"chicken"
129.0,0.0,"olives"
129.0,1.0,"bourbon"
129.0,2.0,"coke"
129.0,3.0,"turkey"
129.0,4.0,"ice_crea"
129.0,5.0,"peppers"
129.0,6.0,"avocado"
130.0,0.0,"avocado"
130.0,1.0,"cracker"
130.0,2.0,"artichok"
130.0,3.0,"heineken"
130.0,4.0,"ham"
130.0,5.0,"chicken"
130.0,6.0,"corned_b"
131.0,0.0,"baguette"
131.0,1.0,"soda"
131.0,2.0,"hering"
131.0,3.0,"cracker"
131.0,4.0,"heineken"
131.0,5.0,"avocado"
131.0,6.0,"chicken"
132.0,0.0,"hering"
132.0,1.0,"corned_b"
132.0,2.0,"olives"
132.0,3.0,"ham"
132.0,4.0,"turkey"
132.0,5.0,"apples"
132.0,6.0,"steak"
133.0,0.0,"soda"
133.0,1.0,"olives"
133.0,2.0,"bourbon"
133.0,3.0,"cracker"
133.0,4.0,"heineken"
133.0,5.0,"ham"
133.0,6.0,"hering"
134.0,0.0,"baguette"
134.0,1.0,"hering"
134.0,2.0,"avocado"
134.0,3.0,"artichok"
134.0,4.0,"heineken"
134.0,5.0,"apples"
134.0,6.0,"turkey"
135.0,0.0,"sardines"
135.0,1.0,"heineken"
135.0,2.0,"chicken"
135.0,3.0,"coke"
135.0,4.0,"ice_crea"
135.0,5.0,"hering"
135.0,6.0,"peppers"
136.0,0.0,"olives"
136.0,1.0,"bourbon"
136.0,2.0,"coke"
136.0,3.0,"turkey"
136.0,4.0,"ice_crea"
136.0,5.0,"cracker"
136.0,6.0,"baguette"
137.0,0.0,"hering"
137.0,1.0,"corned_b"
137.0,2.0,"olives"
137.0,3.0,"ham"
137.0,4.0,"turkey"
137.0,5.0,"chicken"
137.0,6.0,"ice_crea"
138.0,0.0,"sardines"
138.0,1.0,"heineken"
138.0,2.0,"chicken"
138.0,3.0,"coke"
138.0,4.0,"ice_crea"
138.0,5.0,"turkey"
138.0,6.0,"ham"
139.0,0.0,"avocado"
139.0,1.0,"cracker"
139.0,2.0,"artichok"
139.0,3.0,"heineken"
139.0,4.0,"ham"
139.0,5.0,"chicken"
139.0,6.0,"corned_b"
140.0,0.0,"baguette"
140.0,1.0,"hering"
140.0,2.0,"avocado"
140.0,3.0,"artichok"
140.0,4.0,"heineken"
140.0,5.0,"chicken"
140.0,6.0,"peppers"
141.0,0.0,"soda"
141.0,1.0,"olives"
141.0,2.0,"bourbon"
141.0,3.0,"cracker"
141.0,4.0,"heineken"
141.0,5.0,"bordeaux"
141.0,6.0,"avocado"
142.0,0.0,"sardines"
142.0,1.0,"heineken"
142.0,2.0,"chicken"
142.0,3.0,"coke"
142.0,4.0,"ice_crea"
142.0,5.0,"apples"
142.0,6.0,"soda"
143.0,0.0,"avocado"
143.0,1.0,"cracker"
143.0,2.0,"artichok"
143.0,3.0,"heineken"
